Absolute Magnitude,Close Approach Date,Relative Velocity km per hr,Miss Dist.(kilometers),Orbit Determination Date,Orbit Uncertainity,Minimum Orbit Intersection,Epoch Osculation,Eccentricity,Perihelion Distance,Aphelion Dist,Perihelion Time,Mean Anomaly,Hazardous,Est Dia in M(avg)
25.5,207,38302.658931456,34225540.0,1678,7,0.0190648,2458000.5,0.2437845300734803,0.9997430918406414,1.64432630795036,2457983.834520403,10.80581700593316,0,34.1619471798
20.6,207,42468.9712453966,61260032.0,1010,6,0.283048,2458000.5,0.4839600247141654,1.229428983864677,3.535430495030137,2458524.514652775,219.5514200365977,0,326.2440628073
17.3,207,38643.8289730099,44914772.0,2117,0,0.190514,2458000.5,0.4994009278615137,1.16051902417386,3.476001851569245,2458309.241134808,273.7904785680941,0,1491.2230804117999
22.7,208,34462.1107898159,4508236.5,1796,0,0.00396286,2458000.5,0.2882777731177849,0.6082995535110611,1.101073936693932,2458125.324859054,204.2978157364253,0,124.03453329185
24.3,208,66017.3721139782,57696292.0,1719,2,0.00180294,2458000.5,0.2012707478278015,0.785948851610315,1.182049314158307,2457851.646993452,150.303690564882,0,59.366660120649996
24.7,208,25052.4051980894,25113222.0,764,6,0.0302126,2458000.5,0.2236385349754972,0.6777177480190661,1.068164237500853,2457932.3040111014,82.41107381745688,0,49.37903709974999
18.8,209,76929.8350327538,74369144.0,2242,0,0.0328837,2458000.5,0.5753742801940852,0.4637279372243467,1.720444691020143,2458112.00234064,263.7052497556946,1,747.38197039275
20.0,209,39225.9304581862,33441924.0,1795,1,0.177546,2458000.5,0.2897763540051137,1.163723317215077,2.113338278178372,2458007.501675155,356.7097862088751,0,430.07343420970005
23.2,209,26827.8549221274,31545612.0,1657,6,0.00401018,2458000.5,0.4096387339190984,0.786181501971306,1.877209703181268,2458107.5019217334,291.3740763083913,0,98.5241318746
25.4,209,32057.6365477181,37934904.0,675,5,0.000456335,2458000.5,0.3910920045924487,0.7238400987727545,1.653662263594083,2458107.04078076,278.9816289996421,0,35.77195014895
17.9,210,49209.0966712883,40700404.0,2066,0,0.26895,2458000.5,0.5286153436584488,1.04523668797386,3.389513887431008,2457875.080478928,37.43780753851576,0,1131.20838816635
20.3,210,32318.436430524,33349294.0,1797,0,0.190346,2458000.5,0.4587113496017733,1.119605212140411,3.017208708922654,2458441.9920169194,213.7240447002737,0,374.57830220405003
21.2,210,42422.8379282276,32928222.0,1764,2,0.0189953,2458000.5,0.1320476850988595,0.9034508523170526,1.178347506432541,2458165.1306408383,207.2076032624641,1,247.481430032
17.2,211,45830.8146851521,56223412.0,2341,0,0.0331798,2458000.5,0.4061499819246546,0.5515659335973813,1.306027454662483,2458067.3797667054,286.359312905382,1,1561.5022590116
24.4,211,19752.6566159267,37407680.0,1777,6,0.00658783,2458000.5,0.1586537124826195,0.907130765682842,1.249248311853891,2458200.197222468,184.194107309617,0,56.6947202721
19.9,211,65724.9140849742,45167992.0,1713,1,0.0816324,2458000.5,0.4235477219306421,0.8963469992621373,2.213527081777716,2458221.163662799,247.8328505807963,0,450.3421707193
24.8,211,13622.2755731183,17339112.0,439,4,0.0233737,2458000.5,0.09893656953589972,0.992941852533256,1.210991453298128,2458139.851520492,241.2692784425234,0,47.156614335149996
20.1,212,56293.0323118945,71292504.0,1781,8,0.0358974,2452067.5,0.3742179206739341,0.8862878860224328,1.946288869697123,2452018.1233920166,28.87339078883286,1,410.71694111505
18.7,212,58888.2295603145,68517568.0,655,6,0.403586,2458000.5,0.5624462320761373,1.16122181666131,4.146568456388611,2458250.2475136253,303.0649627244983,0,782.60499749675
14.4,212,76314.7491994134,21340634.0,2212,0,0.0282524,2458000.5,0.6343498179170188,0.7247968004530793,3.239630600207112,2458062.000897733,338.2800001004763,1,5669.472027210601
20.1,212,103175.288522033,41939900.0,2074,0,0.0151298,2458000.5,0.6158526455447443,0.4207011802153245,1.769610299669286,2457808.471931273,165.1410198959511,1,410.71694111505
23.7,212,51080.1464965385,740286.875,1792,0,0.00741669,2458000.5,0.6456149695175794,0.8455472983162508,3.92636587851978,2458648.4410193614,186.7210760590904,0,78.2604997497
20.1,212,77255.0797373179,37285836.0,185,4,0.0240427,2458000.5,0.60354037382462,0.8607496533201925,3.481430969830709,2457708.282088083,90.03141440703943,1,410.71694111505
26.692,212,26199.4388839866,39478128.0,2378,3,0.00138825,2458000.5,0.2640538859757104,0.7411996443722877,1.273077298593743,2457910.968954696,87.30597168123131,0,19.73070561345
20.7,213,115899.1710668258,15101005.0,1681,1,0.0179694,2458000.5,0.8384836435486978,0.1889123691567809,2.150322780860222,2457961.966534285,30.02453686515431,1,311.56066121444996
18.9,213,69872.1500274376,58439416.0,2402,1,0.104826,2458000.5,0.2458438873332561,1.083558443292369,1.790006923593904,2458184.4360532374,254.7349236668425,0,713.74424065115
21.959,213,47793.3122699478,34030732.0,2629,7,0.00468478,2458000.5,0.6146599190311121,0.4717809574088801,1.97686625428344,2457915.673108929,61.71536325048304,1,174.47878039085
25.0,214,31621.5019453895,3485885.75,1789,9,0.0230994,2451929.5,0.4643269729243437,0.9804793823633748,2.680258914339759,2451906.59045253,9.118272230981074,0,43.00734342095
16.4,214,20431.888384026,40374856.0,2194,0,0.22152,2458000.5,0.5612680144673756,1.202066210151083,4.27766287179294,2458565.9266889864,237.1184332065502,0,2257.057467285
26.0,214,18373.7374393087,306172.78125,1790,6,0.000655736,2458000.5,0.1377393526448564,0.8107973624153754,1.069834358172537,2458158.6513297805,189.0511121549629,0,27.13579919805
19.4,214,46692.8377132622,34353420.0,2592,2,0.101703,2458000.5,0.5010608802511558,0.7642827093258997,2.299348419500495,2458146.551697254,284.0721739934259,0,566.94720272105
19.7,214,35418.8090221394,36059004.0,74,3,0.196366,2458000.5,0.4892223993032462,0.3627265391990703,1.057564948541479,2457904.1218628427,158.7308598712446,0,493.7903709975
19.3,214,82764.1904151096,43505844.0,292,5,0.0461669,2458000.5,0.6545527809657009,0.830489786737301,3.977710951186964,2457346.0280189416,173.0478626978483,1,593.6666012068
24.6,215,38798.2598738821,5427915.5,1790,8,0.033204,2451934.5,0.3866482196613914,1.005933852044211,2.274186575710551,2451918.293569418,7.605044460937999,0,51.7061994224
18.1,215,88276.6658705465,54340588.0,2057,0,0.106558,2458000.5,0.9009731529779084,0.1824774597018141,3.502936449540508,2458278.170150728,250.5920558239716,0,1031.67431157805
19.5,215,50526.5413192423,44291832.0,1988,0,0.107335,2458000.5,0.3180173175475633,0.6483966383819266,1.253108062735312,2458051.601920317,305.669940251925,0,541.4303752642
19.3,215,64966.7834954424,67509536.0,1790,2,0.435734,2458000.5,0.2640045753637797,1.18900681355173,2.042010048107212,2458033.61860945,344.1031043128786,0,593.6666012068
21.5,215,53900.5450230724,43992028.0,1700,6,0.0676834,2458000.5,0.5786881471562696,0.6884380848335784,2.579630829851944,2458040.572749769,341.0913116985814,0,215.54731474814997
19.5,216,94426.4365560464,41157968.0,1788,7,0.224774,2458000.5,0.4673425225878713,1.208832019845185,3.330039848501405,2458199.979585876,302.4923473295115,0,541.4303752642
16.3,216,77783.5652041908,52656788.0,2486,0,0.205902,2458000.5,0.3221493022499302,0.5023422970063431,0.979819774003464,2457947.5670917756,81.77701987464016,0,2363.4293085855998
22.3,216,51666.1440876133,62304952.0,774,2,0.0529905,2458000.5,0.5122579976781708,0.4690165940029084,1.454199334788211,2457830.642529028,177.5381335861701,0,149.1223080412
20.7,217,33386.8796330394,24815358.0,1793,1,0.0569384,2458000.5,0.3762686711126573,1.024156805751,2.259811012822312,2458081.652560241,321.9851786166815,0,311.56066121444996
18.9,217,73215.5194882354,49651680.0,32,1,0.281823,2457600.5,0.3475491969141696,1.07243855070139,2.21497728396135,2457420.6713955626,84.10578666871606,0,713.74424065115
21.2,217,61595.9815834325,63085680.0,6,0,0.158693,2457600.5,0.3304930658794457,0.6350845272323311,1.262086345438496,2457644.054204536,313.5356911734779,0,247.481430032
26.6,217,62691.7843753556,53666060.0,1536,6,0.00198323,2458000.5,0.2173599795229156,0.8902179072079938,1.384692355278536,2457845.849148406,125.6478259117529,0,20.5846087521
26.4,217,27178.2810703538,52135252.0,1463,6,0.000432426,2458000.5,0.3373588255414172,0.7506117648184644,1.514903249191218,2458194.274910742,201.5850385881907,0,22.57057467285
22.6,217,42588.1898227433,18361932.0,1014,7,0.0161531,2458000.5,0.2607394785260002,0.7969899030561963,1.359191523938149,2458154.949470921,224.0098223368387,0,129.8801007541
21.7,217,30347.9482914898,26023236.0,936,0,0.0479373,2458000.5,0.24646722875438,0.9350058539964624,1.546653576557195,2458027.8205095823,340.5184013769662,1,196.58148744435
19.5,217,54337.5802071637,49162072.0,55,1,0.0237275,2457800.5,0.4252555942420398,0.5514988147258298,1.367610998960918,2457825.071344209,334.2351128984866,1,541.4303752642
19.8,217,41768.0134639229,54164560.0,751,2,0.192941,2458000.5,0.155607279874911,0.6532702970140777,0.8940436043120773,2457937.072297216,91.86718499251504,0,471.5661433514
21.1,217,84985.1883800323,51249308.0,428,6,0.253379,2458000.5,0.5454399042710297,0.554773697895682,1.886151949156556,2457838.0178229017,118.7744344147351,0,259.14487049900004
21.3,217,61595.932992098,63085704.0,1882,0,0.159331,2458000.5,0.3306227599692891,0.6350390868895355,1.262363600003135,2457981.5108221816,20.25424046936739,0,236.3429308586
18.9,217,73215.5467800125,49651648.0,1868,1,0.284237,2458000.5,0.3476193372860359,1.07227519258334,2.214993280772617,2458190.4176649065,271.1695898614232,0,713.74424065115
19.5,217,54337.5705173551,49162080.0,2656,1,0.0242684,2458000.5,0.4252201464767748,0.5515255228451419,1.367558869081466,2458168.386997859,183.9544625811109,1,541.4303752642
18.7,218,24679.9869006496,47746748.0,2148,0,0.180743,2458000.5,0.2537772163312964,0.8349899502893611,1.402920680592868,2458129.443640099,252.6295224738258,0,782.60499749675
25.3,218,16262.1363625218,21263924.0,1816,5,0.00435013,2458000.5,0.1895232834965062,0.8243259560661537,1.209849583540727,2457991.8316325326,8.329208608740746,0,37.4578302204
24.7,218,67247.448606778,65576504.0,1611,7,0.0248833,2458000.5,0.2230377756540283,0.9515579692420038,1.497873777695249,2457945.2799360757,40.15577007190856,0,49.37903709974999
19.1,218,70633.954893258,64565184.0,1411,1,0.282209,2458000.5,0.676346463538954,0.5726016929964755,2.965760342268306,2457995.584337744,2.058864205932127,0,650.9424840017
22.9,218,31497.9670599144,24711666.0,2329,3,0.161382,2458000.5,0.2881488014357247,0.6803071491151871,1.231067448517832,2458002.8713767896,357.4983248336804,0,113.12083881665
20.7,219,34832.1883205413,43308572.0,2618,0,0.145352,2458000.5,0.1663912746466786,1.006051897237373,1.407674990784253,2457901.3930870746,73.6751151704701,0,311.56066121444996
22.4,219,47124.6124974376,70555432.0,1470,1,0.0200593,2458000.5,0.5737126516482606,0.4304907721037399,1.58923030931354,2458159.381200453,205.6934071120515,0,142.41069858975
22.2,219,37564.7985008654,52806164.0,1383,1,0.0100078,2458000.5,0.5387930363497254,0.5088634202329109,1.697796324040913,2457986.0585309006,12.28166887519436,0,156.15022590115
25.8,219,42031.0092743543,51945404.0,953,6,0.00983387,2458000.5,0.065642098256153,1.002648674117246,1.143528229285495,2458023.9144289726,339.2396647271682,0,29.75381215555
26.7,219,16357.1075185906,9715309.0,683,6,0.00438796,2458000.5,0.2053588238373605,0.8896445026106181,1.34946549897967,2457976.692270152,19.80860575676117,0,19.65814874445
22.6,219,74015.6170374036,62869456.0,274,5,0.00776419,2458000.5,0.2404558552929554,0.6693555263510744,1.093163560960814,2457957.097472052,51.70866785956859,0,129.8801007541
24.4,219,72762.2847514145,73814856.0,145,6,0.00908397,2458000.5,0.3623412818111571,0.5130035603257895,1.096018776208354,2458032.7400764013,315.9645924472466,0,56.6947202721
17.6,220,86952.8490201806,21122634.0,2523,0,0.0100036,2458000.5,0.6296879623294294,0.4377588000905317,1.92651108886167,2458035.258191389,333.3461063258945,1,1298.8010075408502
21.4,220,95313.0351149644,62645324.0,1466,1,0.02399,2458000.5,0.4101333687361926,0.4838806972892799,1.156763718390077,2457895.4608383747,139.3409018891939,1,225.7057467285
22.0,220,81425.9656511842,68877744.0,1304,5,0.0100462,2458000.5,0.2657082521539904,0.6877639289659296,1.185507644583505,2458004.30513954,355.8626854473442,1,171.21531802344998
21.6,220,72180.2149505417,21751756.0,1291,1,0.0427555,2458000.5,0.3562067153564716,0.5968114624510975,1.257235408452674,2457924.23066649,84.22052708532252,1,205.84608752135
25.8,220,77399.5080028864,68791224.0,381,6,0.0154822,2458000.5,0.2395006669387062,0.806004615596989,1.313667501280535,2458029.8475961154,333.4894602117696,0,29.75381215555
19.9,221,46109.3920187188,12782862.0,1945,0,0.0807597,2458000.5,0.4034355461548302,0.5481738363273223,1.289595185256365,2457849.1173174363,169.3904315323507,0,450.3421707193
18.4,221,100517.2202454278,45950992.0,1510,1,0.133383,2458000.5,0.5364170753378906,0.8714628289702736,2.888221933385694,2457684.427631375,120.8671968456781,0,898.5507620774999
22.2,221,61546.7518989977,55475272.0,1191,2,0.14079,2458000.5,0.06891240143790239,1.106542939414848,1.27033962485453,2458178.0578077068,224.9242914719719,0,156.15022590115
24.7,221,47478.6143367901,55415776.0,1128,2,0.0160814,2458000.5,0.099562891097563,0.959008428931696,1.171086875782373,2457963.957674479,32.76775567732248,0,49.37903709974999
20.4,221,41974.3064962015,63422648.0,474,1,0.0379013,2458000.5,0.1905611641248768,0.9444867885112196,1.389196120315584,2458198.228673494,205.383459499864,1,357.71950148935
21.0,221,95436.2136433637,71417040.0,2239,0,0.0132848,2458000.5,0.2639759376057816,0.8080058630540645,1.387590461407655,2457927.8528217906,62.24995971237964,1,271.35799198045004
17.2,222,33581.0220694956,44501636.0,2341,0,0.0331798,2458000.5,0.4061499819246546,0.5515659335973813,1.306027454662483,2458067.3797667054,286.359312905382,1,1561.5022590116
19.4,222,88970.1836581148,69938648.0,1928,1,0.211795,2458000.5,0.4884624485801813,0.356332176615179,1.03684873698988,2457899.2715291264,171.6091617323899,0,566.94720272105
24.4,222,29387.0042099407,22833154.0,2223,0,0.0601388,2458000.5,0.4018400045011861,1.050147816022925,2.461112796272593,2457940.509630069,25.417685994794,0,56.6947202721
23.7,222,89984.7649921072,70956864.0,817,7,0.0804213,2458000.5,0.3214206180139831,0.5817062159051294,1.132776220041079,2458019.651198999,336.2181587413888,0,78.2604997497
19.2,222,137878.6208954954,61937300.0,2606,2,0.41255,2458000.5,0.4882591805304692,0.5672129836598141,1.649584903394752,2457964.324512889,30.55443848373244,0,621.64524614805
26.6,222,65439.7428806208,32783430.0,748,7,0.0034055,2458000.5,0.4185428386006104,0.7399645944290102,1.805243010025088,2458208.420462944,217.2548101099068,0,20.5846087521
17.8,223,54600.8163734009,74131328.0,2386,0,0.126462,2458000.5,0.693052275559326,0.3701721042053644,2.041783253208665,2457792.690778082,154.6535828765421,0,1184.52059704365
19.0,223,53789.7980106518,24221590.0,1964,0,0.105547,2458000.5,0.4993659075098179,0.4378727175129701,1.311399751467185,2457902.6478849077,117.9052363796694,0,681.6204581374
20.3,224,98729.7059895926,59672756.0,1023,6,0.236907,2458000.5,0.6032792958813554,0.888641602399324,3.591293995484491,2458202.185397831,300.7053011934643,0,374.57830220405003
22.3,224,59758.3363908618,57899352.0,1798,1,0.118813,2458000.5,0.05429070102708548,1.06300530153051,1.185054017934752,2458034.5809413237,331.8129906967569,0,149.1223080412
22.4,224,25886.4509199483,19036836.0,975,4,0.125694,2458000.5,0.2458274577224918,0.713700059105953,1.178970434971349,2457834.3858090886,177.8456655556921,0,142.41069858975
19.5,224,82820.7651664336,70860232.0,270,4,0.329278,2458000.5,0.5208238316568933,0.6777816563196398,2.151163942804249,2458217.1274423175,233.0812911139833,0,541.4303752642
22.6,225,41219.2427719723,35486364.0,1682,2,0.164832,2458000.5,0.228982647249184,0.7837218331209368,1.249233275670828,2458036.6483819974,325.2346787152891,0,129.8801007541
20.6,225,114315.0951345462,68134184.0,1254,1,0.0686243,2458000.5,0.6777978227821557,0.6594977195681712,3.434191064677863,2458419.8374952846,218.8631144813105,0,326.2440628073
20.8,225,78822.0618327007,37082064.0,1174,3,0.038909,2458000.5,0.5438881357686699,0.7858114808537663,2.659884816382737,2457866.8868636037,58.23481923336704,1,297.5381215558
28.1,225,12657.9840883514,20103392.0,1150,4,0.000625603,2458000.5,0.1882329622820639,0.8608480971010326,1.260075904743326,2457912.4655680587,79.45367200908683,0,10.3167431158
20.6,226,25448.7302894499,40746356.0,1782,1,0.249175,2458000.5,0.6236344706265192,1.25833477399631,5.428434740156619,2458751.776440303,238.8776449467287,0,326.2440628073
24.6,226,74051.2686710444,45709508.0,1051,0,0.00157346,2458000.5,0.4126384856667571,0.7427227962687366,1.786291373520224,2458224.0049724905,205.079331240153,0,51.7061994224
25.1,226,58196.6456362157,58553584.0,693,6,0.0547516,2458000.5,0.2154549925607379,0.717353707087627,1.111358986984709,2457879.328301497,136.5941322811811,0,41.0716941115
24.3,226,40956.128612883,12380009.0,230,7,0.0558948,2458000.5,0.4009808265262483,0.4646251352843694,1.086661220342538,2458118.021174137,190.4385076738049,0,59.366660120649996
22.3,227,65280.98982109,58144468.0,1639,7,0.0322434,2458000.5,0.5141572371086255,1.032040782771188,3.216415144118613,2457728.8426202866,86.48163642440274,0,149.1223080412
18.5,227,60405.5270810977,52828344.0,2134,0,0.0514994,2458000.5,0.6392071594128719,0.649053946826944,2.948877463179533,2458206.487195347,275.8585538342771,0,858.1093159479001
21.2,227,35605.434793812,65464224.0,1739,0,0.00488139,2458000.5,0.4166461567271588,0.6229620488081204,1.512832738496483,2457958.8811750105,37.17060234293982,1,247.481430032
16.84,228,49785.7209649553,44114508.0,2634,0,0.156723,2458000.5,0.4669292990846969,0.5757451417789672,1.584362854366349,2458176.8033466283,205.190921038399,0,1843.0733389282
17.8,228,51810.4157994295,69058760.0,2386,0,0.126462,2458000.5,0.693052275559326,0.3701721042053644,2.041783253208665,2457792.690778082,154.6535828765421,0,1184.52059704365
20.3,228,24753.2593337729,74256832.0,2011,0,0.203225,2458000.5,0.1424733737427288,1.139807876049155,1.518553604862331,2458000.1490708906,0.2257082366838677,0,374.57830220405003
21.0,228,43381.4065073633,13170145.0,1903,0,0.0731153,2458000.5,0.1892781045363975,1.002169172765136,1.470119236793746,2458037.6845491715,333.3336921468092,0,271.35799198045004
23.6,228,53568.5156915828,31344822.0,1249,7,0.0672121,2458000.5,0.3675326427022826,0.620735502567329,1.342165808954853,2458039.0689821434,320.9033499172974,0,81.94880347265
17.1,229,85677.3568185437,49533172.0,2019,2,0.0680902,2458000.5,0.7927778397618304,0.2041818385470802,1.766474565308617,2458091.0135965836,268.7891451573563,0,1635.09359325705
25.2,229,70498.1977864128,70818816.0,1360,2,0.00304526,2458000.5,0.2286011453912708,0.6582715178510409,1.048424088237021,2457921.5775419576,98.67691529748473,0,39.22316337185
19.7,229,38286.6662658913,23955656.0,1125,2,0.127904,2458000.5,0.439906401914323,0.8346905738806808,2.14584902426341,2458079.107654799,317.4135378335313,0,493.7903709975
25.4,229,14783.9038492301,33975164.0,285,4,0.00645835,2458000.5,0.1502076520442074,0.8931911211505811,1.20894859168441,2458142.80080644,229.844038893096,0,35.77195014895
20.151,229,71135.954645135,62210304.0,2407,6,0.144879,2458000.5,0.239960136298291,0.8354411994304412,1.362972961009766,2458173.2451844644,212.2624992595433,0,401.18308794800004
18.9,230,47192.7648712248,64673916.0,1954,0,0.145406,2458000.5,0.3019609935595554,1.145770039218225,2.137055214519167,2458186.14748984,272.9905345838823,0,713.74424065115
21.4,231,24543.2449655574,9197361.0,1780,6,0.0664216,2458000.5,0.4925911348649259,1.069237603551076,3.145263470514474,2457688.692065296,100.4655061953224,0,225.7057467285
18.8,231,72442.5132553067,65109844.0,1985,0,0.209541,2458000.5,0.287746565372645,0.743319748096851,1.343914126698711,2457865.145652577,125.1309105797424,0,747.38197039275
21.0,231,149994.1262711931,68161768.0,1533,7,0.0100614,2458000.5,0.8163276464779837,0.3132107724741769,3.097327247736178,2457829.502951595,75.68387128348735,1,271.35799198045004
21.0,231,37660.3393294674,42423776.0,1351,1,0.0984179,2458000.5,0.4527922930841961,0.4967905021181501,1.318938683854696,2457968.7570858626,36.16756328615697,0,271.35799198045004
20.6,231,67250.2329044824,71716536.0,921,1,0.0367835,2458000.5,0.3836068966139597,1.045627499424735,2.347101892519386,2457780.5883012265,98.1010304012944,1,326.2440628073
21.1,231,64035.7697814289,53748348.0,688,3,0.0344406,2458000.5,0.7443353025787529,0.673858923075496,4.597568300724662,2458357.7332341713,277.717287478569,1,259.14487049900004
25.8,231,63120.2384467966,66948060.0,143,6,0.0427449,2458000.5,0.1841362581086677,0.7765885859775066,1.127132700072593,2458127.581177549,225.1269281842642,0,29.75381215555
19.0,232,90184.2590949977,55948736.0,2527,0,0.140456,2458000.5,0.5317898583077602,0.7366603792875208,2.410047962505454,2457826.4432102577,86.92712166741427,0,681.6204581374
21.2,232,54832.4071414348,27602444.0,19,0,0.109607,2457600.5,0.1224300066361258,1.015378404917204,1.298689789290501,2457457.3266832377,113.3827336410694,0,247.481430032
19.9,232,74387.8100320578,72823856.0,2481,0,0.266142,2458000.5,0.195081535650021,1.281580245598291,1.902792588073119,2457945.8655052613,26.80279798756339,0,450.3421707193
25.0,232,19161.3614157825,12594560.0,987,4,0.0178519,2458000.5,0.09940500687490292,0.9586229724471336,1.170242899037844,2458043.4889816972,321.4180853732356,0,43.00734342095
21.7,232,65711.7612105052,26150712.0,531,1,0.13446,2458000.5,0.2124587193290708,0.8350030383117136,1.285528440623207,2458123.693787444,248.78309916749,0,196.58148744435
21.0,232,54832.4574328854,27602432.0,1874,0,0.112305,2458000.5,0.1224386896716886,1.015337931877568,1.298660919092086,2457911.8993890057,70.1683195431728,0,271.35799198045004
17.1,233,64686.033313663,44262780.0,2622,0,0.131597,2458000.5,0.3588766782259067,0.7629515936083222,1.617094702312126,2458215.8001334784,196.5385830974104,0,1635.09359325705
17.2,233,96238.6203756003,52472208.0,2134,0,0.0389748,2458000.5,0.6458230746931094,0.8857592270996213,4.116030352117716,2457936.0214563953,16.06853047061779,1,1561.5022590116
18.0,233,72533.7554137243,38861172.0,1537,0,0.00449032,2458000.5,0.7384274613696914,0.4290363533573858,2.851402454202308,2458295.7656921414,221.4635215562803,1,1080.2956239441
27.1,233,24492.7922283888,14004746.0,1357,7,0.000993394,2458000.5,0.3142464414699687,0.778623040715287,1.492230769753678,2458147.4681090056,240.2740178172602,0,16.350935932549998
24.5,233,79899.4321874057,67972936.0,1213,7,0.0124822,2458000.5,0.3071290045003316,0.8491089642989101,1.601878217482512,2458125.224048569,269.3875846323288,0,54.14303752645
21.9,234,27390.9764896217,9631403.0,1935,0,0.0509947,2458000.5,0.2800234762387954,0.7947591247353334,1.412977095838803,2457989.66640713,9.206632414288327,0,179.28444736595
19.9,234,67865.6670451981,67534872.0,1756,0,0.308928,2458000.5,0.3894881202826616,1.050633761409864,2.391178908627935,2457957.3999830224,18.81679550477106,0,450.3421707193
22.4,234,39608.1214703309,44337056.0,1716,0,0.00654039,2458000.5,0.3510900933150837,0.6971265802330835,1.451481641190108,2457844.0599445254,138.4717493852337,0,142.41069858975
25.5,234,23107.6064197408,50071516.0,1501,6,0.00997283,2458000.5,0.2066134559265337,0.7058616253717032,1.073502117672423,2457920.3099952824,94.18293083916735,0,34.1619471798
21.9,234,74704.4721280717,59668472.0,838,2,0.0360908,2458000.5,0.3785403047141448,0.56215373810616,1.246986073760751,2458122.2944386364,220.4697638589765,1,179.28444736595
21.1,234,63505.9174897825,65105560.0,2463,1,0.316524,2458000.5,0.1938734486389059,1.281406245896546,1.897762691618221,2458014.374666936,353.1765938229514,0,259.14487049900004
16.9,235,35102.4753575518,48056728.0,2217,0,0.0203525,2458000.5,0.4831693230163794,0.5495451562899683,1.577051351089505,2457837.453987111,146.5654501007978,1,1792.8444736597999
18.9,235,59427.618267317,35679916.0,2000,0,0.00433054,2458000.5,0.5324847482604941,0.9836605618535968,3.224375681642823,2457678.0535241137,104.1327876318541,1,713.74424065115
24.4,235,19173.9315035343,1343800.5,1777,6,0.00658783,2458000.5,0.1586537124826195,0.907130765682842,1.249248311853891,2458200.197222468,184.194107309617,0,56.6947202721
19.2,235,20184.9267088822,54228084.0,903,1,0.210193,2458000.5,0.4843382542673153,1.216927242708626,3.50293903699587,2457476.75162672,142.3892532860854,0,621.64524614805
24.1,235,38263.2602245985,54589948.0,622,7,0.0579241,2458000.5,0.1031704611153602,1.070663934720429,1.317000361109929,2457824.077000636,133.3043651137426,0,65.09424840015001
22.4,235,24833.3436084023,31518710.0,425,5,0.176799,2458000.5,0.4840430016055265,1.18784317303486,3.416583849880325,2458531.9431509706,210.0513739780582,0,142.41069858975
20.5,236,57819.8624316606,14393517.0,2157,0,0.0886756,2458000.5,0.4517122235083388,1.008123822924353,2.669229078776477,2457647.734936648,139.4542231526561,0,341.6194717976
24.7,236,23432.9601726137,46827044.0,203,5,0.0399666,2458000.5,0.1958111551358724,0.8890447392142089,1.321990006895501,2457880.3884738027,101.8451615708386,0,49.37903709974999
22.1,236,13490.1720545628,47691448.0,1357,0,0.218335,2458000.5,0.4656070254750617,1.23095277287285,3.375966971785604,2458519.8389559127,213.5855306150297,0,163.50935932570002
25.6,236,19379.9515261235,23042164.0,1617,7,0.0106174,2458000.5,0.2272553636804437,0.7925477915434009,1.258706282035585,2457880.828412397,113.55622199784,0,32.62440628075
21.2,237,13010.3798449469,42932332.0,1778,0,0.256524,2458000.5,0.5424866687207134,1.244431964205718,4.195549252193247,2458721.9562440743,201.4877014219124,0,247.481430032
22.9,237,59908.9925451532,37263224.0,1162,6,0.139184,2458000.5,0.5246220328920504,0.9853798827372152,3.160289251791494,2457573.8048097286,140.920721378322,0,113.12083881665
18.6,238,85878.2926160816,73239968.0,1998,0,0.0656486,2458000.5,0.3351979606010909,0.871754893687076,1.750845044409644,2458170.1483005625,248.6473617927698,0,819.4880347261501
21.4,238,23657.5486063545,4913150.0,1887,0,0.0321026,2458000.5,0.2297965278374581,0.9566387158543652,1.527480742003593,2457752.1652403846,176.818566282719,1,225.7057467285
22.5,238,24258.9320987636,33412794.0,1788,0,0.0138531,2458000.5,0.1772461922794778,0.7716685696100614,1.104150326319464,2457835.5792072136,178.9526449185027,0,136.00116132335
24.8,238,10611.0157859607,6109771.0,1786,3,0.0032375,2458000.5,0.02795999367426239,0.955398912233698,1.010361562677325,2457922.194003997,79.20419556683292,0,47.156614335149996
21.6,238,49820.576489847,8720540.0,1773,0,0.0303541,2458000.5,0.2545074461802969,0.8276409423995149,1.392745936473804,2458074.749037146,297.43997477661,1,205.84608752135
22.6,238,73957.5891982778,65746688.0,283,2,0.248486,2458000.5,0.4106330011530817,0.5640972581793013,1.350150601924652,2457976.3184454734,25.45282715387434,0,129.8801007541
25.3,239,45898.9852087469,3057553.75,1770,9,0.011159,2452179.5,0.5660830084009373,0.904491849108679,3.264470724933248,2452140.313631841,12.83341053116515,0,37.4578302204
25.1,239,50288.4165370021,61398996.0,2360,0,0.0255378,2457703.5,0.3075680119413854,0.573522545645209,1.083022950622823,2457669.156806004,44.90396579101271,0,41.0716941115
20.3,239,104505.8931315025,74137568.0,98,5,0.311256,2458000.5,0.4727539770236558,0.6735874877903392,1.88152894149209,2457948.6066571595,35.4196832814017,0,374.57830220405003
24.4,240,44903.8455738984,962081.875,1769,8,0.0029364,2452188.5,0.5232022371658681,0.8135373179373067,2.598967443417119,2452234.686341843,339.5754388444558,0,56.6947202721
20.0,240,23887.313176695,39964484.0,1773,4,0.242684,2458000.5,0.5341664651236567,1.215496403083896,4.00309054732341,2458371.781247692,273.1794172899874,0,430.07343420970005
